LR694072.1	31658	4.1.2.1	ISFV/cISFVG/CFAV	ISFV	cISFVG	CFAV	96	10026	571	Cell fusing agent virus	Cell fusing agent virus polyprotein gene for polyprotein, C-prM-E-NS1-NS2A-NS2B-NS3-NS4A-NS4B-NS5 region, isolate FL-08-MOS.	USA:Florida	2016	NA	Aedes aegypti	FL-08-MOS
LR694073.1	31658	4.1.2.2	ISFV/cISFVG/CFAV	ISFV	cISFVG	CFAV	96	10026	555	Cell fusing agent virus	Cell fusing agent virus polyprotein gene for polyprotein, C-prM-E-NS1-NS2A-NS2B-NS3-NS4A-NS4B-NS5 region, isolate FL-05-MOS.	USA:Florida	2016	NA	Aedes aegypti	FL-05-MOS
LR694074.1	31658	4.1.2.3	ISFV/cISFVG/CFAV	ISFV	cISFVG	CFAV	96	10026	537	Cell fusing agent virus	Cell fusing agent virus polyprotein gene for polyprotein, C-prM-E-NS1-NS2A-NS2B-NS3-NS4A-NS4B-NS5 region, isolate Bangkok.	Thailand:Bangkok	2015	NA	Aedes aegypti	Bangkok
LR694075.1	31658	4.1.2.4	ISFV/cISFVG/CFAV	ISFV	cISFVG	CFAV	102	10026	556	Cell fusing agent virus	Cell fusing agent virus polyprotein gene for polyprotein, C-prM-E-NS1-NS2A-NS2B-NS3-NS4A-NS4B-NS5 region, isolate Cairns.	Australia:Cairns	2014	NA	Aedes aegypti	Cairns
LR694076.1	31658	4.1.2.5	ISFV/cISFVG/CFAV	ISFV	cISFVG	CFAV	114	10026	556	Cell fusing agent virus	Cell fusing agent virus polyprotein gene for polyprotein, C-prM-E-NS1-NS2A-NS2B-NS3-NS4A-NS4B-NS5 region, isolate Zik.	Uganda:Wakiso	2016	NA	Aedes aegypti	Zik
LR694077.1	31658	4.1.2.6	ISFV/cISFVG/CFAV	ISFV	cISFVG	CFAV	114	10026	556	Cell fusing agent virus	Cell fusing agent virus polyprotein gene for polyprotein, C-prM-E-NS1-NS2A-NS2B-NS3-NS4A-NS4B-NS5 region, isolate KC.	Cambodia:Kampong Cham	2015	NA	Aedes aegypti	KC
LR694078.1	31658	4.1.2.7	ISFV/cISFVG/CFAV	ISFV	cISFVG	CFAV	114	10026	556	Cell fusing agent virus	Cell fusing agent virus polyprotein gene for polyprotein, C-prM-E-NS1-NS2A-NS2B-NS3-NS4A-NS4B-NS5 region, isolate PP.	Cambodia:Phnom Penh	2015	NA	Aedes aegypti	PP
LR694079.1	31658	4.1.2.8	ISFV/cISFVG/CFAV	ISFV	cISFVG	CFAV	103	10026	552	Cell fusing agent virus	Cell fusing agent virus polyprotein gene for polyprotein, C-prM-E-NS1-NS2A-NS2B-NS3-NS4A-NS4B-NS5 region, isolate mosq395.	Cambodia:Kampong Cham	2013	NA	Aedes aegypti	mosq395
LR694080.1	31658	4.1.2.9	ISFV/cISFVG/CFAV	ISFV	cISFVG	CFAV	103	10026	553	Cell fusing agent virus	Cell fusing agent virus polyprotein gene for polyprotein, C-prM-E-NS1-NS2A-NS2B-NS3-NS4A-NS4B-NS5 region, isolate mof2522.	Cambodia:Kampong Cham	2013	NA	Aedes aegypti	mof2522
LR694081.1	31658	4.1.2.10	ISFV/cISFVG/CFAV	ISFV	cISFVG	CFAV	0	9891	552	Cell fusing agent virus	Cell fusing agent virus partial polyprotein gene for polyprotein, C-prM-E-NS1-NS2A-NS2B-NS3-NS4A-NS4B-NS5 region, isolate Guadeloupe.	Guadeloupe:Les Abymes	2016	NA	Aedes aegypti	Guadeloupe
MH819446.1	11082	1.3.2.1	MBFV/JEVG/WNV	MBFV	JEVG	WNV	0	10299	75	West Nile virus	West Nile virus isolate VN6490CPR1/Canada/2015 polyprotein gene, partial cds.	Canada	06-Oct-2015	NA	Culex sp.	VN6490CPR1/Canada/2015
MH819447.1	11082	1.3.2.2	MBFV/JEVG/WNV	MBFV	JEVG	WNV	0	10299	75	West Nile virus	West Nile virus isolate VN1429CPR1/Canada/2013 polyprotein gene, partial cds.	Canada	26-Aug-2013	NA	Culex sp.	VN1429CPR1/Canada/2013
MH819448.1	11082	1.3.2.3	MBFV/JEVG/WNV	MBFV	JEVG	WNV	0	10299	75	West Nile virus	West Nile virus isolate 13923CPR1/Canada/2005 polyprotein gene, partial cds.	Canada	31-Aug-2005	NA	Culex sp.	13923CPR1/Canada/2005
MH819449.1	11082	1.3.2.4	MBFV/JEVG/WNV	MBFV	JEVG	WNV	0	10299	75	West Nile virus	West Nile virus isolate VN5229CPR1/Canada/2014 polyprotein gene, partial cds.	Canada	22-Sep-2014	NA	Culex sp.	VN5229CPR1/Canada/2014
MH819450.1	11082	1.3.2.5	MBFV/JEVG/WNV	MBFV	JEVG	WNV	0	10299	75	West Nile virus	West Nile virus isolate VN6862CPR1/Canada/2016 polyprotein gene, partial cds.	Canada	16-Aug-2016	NA	Culex sp.	VN6862CPR1/Canada/2016
MH819451.1	11082	1.3.2.6	MBFV/JEVG/WNV	MBFV	JEVG	WNV	0	10299	75	West Nile virus	West Nile virus isolate 13217CPR4/Canada/2005 polyprotein gene, partial cds.	Canada	12-Aug-2005	NA	Culex sp.	13217CPR4/Canada/2005
MH819452.1	11082	1.3.2.7	MBFV/JEVG/WNV	MBFV	JEVG	WNV	0	10299	75	West Nile virus	West Nile virus isolate VN6364CPR1/Canada/2015 polyprotein gene, partial cds.	Canada	15-Sep-2015	NA	Culex sp.	VN6364CPR1/Canada/2015
MH819453.1	11082	1.3.2.8	MBFV/JEVG/WNV	MBFV	JEVG	WNV	0	10299	75	West Nile virus	West Nile virus isolate VN6806CPR1/Canada/2016 polyprotein gene, partial cds.	Canada	09-Aug-2016	NA	Culex sp.	VN6806CPR1/Canada/2016
MH819454.1	11082	1.3.2.9	MBFV/JEVG/WNV	MBFV	JEVG	WNV	0	10299	75	West Nile virus	West Nile virus isolate 21285CPR1/Canada/2006 polyprotein gene, partial cds.	Canada	29-Aug-2006	NA	Culex sp.	21285CPR1/Canada/2006
MH819455.1	11082	1.3.2.10	MBFV/JEVG/WNV	MBFV	JEVG	WNV	0	10299	75	West Nile virus	West Nile virus isolate 30712CPR1/Canada/2006 polyprotein gene, partial cds.	Canada	30-Aug-2006	NA	Culex sp.	30712CPR1/Canada/2006
MH819456.1	11082	1.3.2.11	MBFV/JEVG/WNV	MBFV	JEVG	WNV	0	10299	75	West Nile virus	West Nile virus isolate VN1533CPR1/Canada/2013 polyprotein gene, partial cds.	Canada	09-Sep-2013	NA	Culex sp.	VN1533CPR1/Canada/2013
MH819457.1	11082	1.3.2.12	MBFV/JEVG/WNV	MBFV	JEVG	WNV	0	10299	75	West Nile virus	West Nile virus isolate 13452CPR3/Canada/2005 polyprotein gene, partial cds.	Canada	19-Aug-2005	NA	Culex sp.	13452CPR3/Canada/2005
MH819458.1	11082	1.3.2.13	MBFV/JEVG/WNV	MBFV	JEVG	WNV	0	10299	75	West Nile virus	West Nile virus isolate 13494CPR1/Canada/2005 polyprotein gene, partial cds.	Canada	25-Aug-2005	NA	Culex sp.	13494CPR1/Canada/2005
MH819459.1	11082	1.3.2.14	MBFV/JEVG/WNV	MBFV	JEVG	WNV	0	10299	75	West Nile virus	West Nile virus isolate VN4794CPR1/Canada/2014 polyprotein gene, partial cds.	Canada	04-Sep-2014	NA	Culex sp.	VN4794CPR1/Canada/2014
MH819460.1	11082	1.3.2.15	MBFV/JEVG/WNV	MBFV	JEVG	WNV	0	10299	75	West Nile virus	West Nile virus isolate VN1316CPR1/Canada/2013 polyprotein gene, partial cds.	Canada	19-Aug-2013	NA	Culex sp.	VN1316CPR1/Canada/2013
MH819461.1	11082	1.3.2.16	MBFV/JEVG/WNV	MBFV	JEVG	WNV	0	10299	75	West Nile virus	West Nile virus isolate 10072CPR1/Canada/2004 polyprotein gene, partial cds.	Canada	07-Sep-2004	NA	Culex sp.	10072CPR1/Canada/2004
MH819462.1	11082	1.3.2.17	MBFV/JEVG/WNV	MBFV	JEVG	WNV	0	10299	75	West Nile virus	West Nile virus isolate VN6319CPR1/Canada/2015 polyprotein gene, partial cds.	Canada	09-Sep-2015	NA	Culex sp.	VN6319CPR1/Canada/2015
MH819463.1	11082	1.3.2.18	MBFV/JEVG/WNV	MBFV	JEVG	WNV	0	10299	75	West Nile virus	West Nile virus isolate VN4365CPR1/Canada/2014 polyprotein gene, partial cds.	Canada	21-Aug-2014	NA	Culex sp.	VN4365CPR1/Canada/2014
MH819464.1	11082	1.3.2.19	MBFV/JEVG/WNV	MBFV	JEVG	WNV	0	10299	75	West Nile virus	West Nile virus isolate 10704CPR1/Canada/2004 polyprotein gene, partial cds.	Canada	15-Sep-2004	NA	Culex sp.	10704CPR1/Canada/2004
MH819465.1	11082	1.3.2.20	MBFV/JEVG/WNV	MBFV	JEVG	WNV	0	10299	75	West Nile virus	West Nile virus isolate VN6325CPR1/Canada/2015 polyprotein gene, partial cds.	Canada	09-Sep-2015	NA	Culex sp.	VN6325CPR1/Canada/2015
MH819466.1	11082	1.3.2.21	MBFV/JEVG/WNV	MBFV	JEVG	WNV	0	10299	75	West Nile virus	West Nile virus isolate VN6864CPR2/Canada/2016 polyprotein gene, partial cds.	Canada	16-Aug-2016	NA	Culex sp.	VN6864CPR2/Canada/2016
MH819467.1	11082	1.3.2.22	MBFV/JEVG/WNV	MBFV	JEVG	WNV	0	10299	75	West Nile virus	West Nile virus isolate VN1329CPR1/Canada/2013 polyprotein gene, partial cds.	Canada	19-Aug-2013	NA	Culex sp.	VN1329CPR1/Canada/2013
MH819468.1	11082	1.3.2.23	MBFV/JEVG/WNV	MBFV	JEVG	WNV	0	10299	75	West Nile virus	West Nile virus isolate 9120CPR2/Canada/2004 polyprotein gene, partial cds.	Canada	08-Aug-2004	NA	Culex sp.	9120CPR2/Canada/2004
MH819469.1	11082	1.3.2.24	MBFV/JEVG/WNV	MBFV	JEVG	WNV	0	10299	75	West Nile virus	West Nile virus isolate 21303VEX2/Canada/2006 polyprotein gene, partial cds.	Canada	29-Aug-2006	NA	Aedes vexans	21303VEX2/Canada/2006
MH819470.1	11082	1.3.2.25	MBFV/JEVG/WNV	MBFV	JEVG	WNV	0	10299	75	West Nile virus	West Nile virus isolate VN5038CPR1/Canada/2014 polyprotein gene, partial cds.	Canada	15-Sep-2014	NA	Culex sp.	VN5038CPR1/Canada/2014
MH819471.1	11082	1.3.2.26	MBFV/JEVG/WNV	MBFV	JEVG	WNV	0	10299	75	West Nile virus	West Nile virus isolate 10208CPR3/Canada/2004 polyprotein gene, partial cds.	Canada	07-Sep-2004	NA	Culex sp.	10208CPR3/Canada/2004
MK269353.1	64320	1.6.2.1	MBFV/SPOVG/ZIKV	MBFV	SPOVG	ZIKV	58	10269	372	Zika virus	Zika virus isolate FLSR118 polyprotein gene, complete cds.	USA	28-Aug-2016	NA	Homo sapiens	FLSR118
MK269356.1	64320	1.6.2.2	MBFV/SPOVG/ZIKV	MBFV	SPOVG	ZIKV	58	9648	0	Zika virus	Zika virus isolate FLUR076 polyprotein gene, partial cds.	USA	19-Aug-2016	NA	Homo sapiens	FLUR076
MK269357.1	64320	1.6.2.3	MBFV/SPOVG/ZIKV	MBFV	SPOVG	ZIKV	94	10272	336	Zika virus	Zika virus isolate FLUR096 polyprotein gene, complete cds.	USA	03-Sep-2016	NA	Homo sapiens	FLUR096
MK269360.1	64320	1.6.2.4	MBFV/SPOVG/ZIKV	MBFV	SPOVG	ZIKV	94	10272	415	Zika virus	Zika virus isolate FLSR103 polyprotein gene, complete cds.	USA	09-Aug-2016	NA	Homo sapiens	FLSR103
MN100039.1	64320	1.6.2.5	MBFV/SPOVG/ZIKV	MBFV	SPOVG	ZIKV	95	10272	399	Zika virus	Zika virus isolate ZIKV/Homo sapiens/PAN/CDC-259249_V1-V3/2015, complete genome.	Panama	11-Dec-2015	NA	Homo sapiens	ZIKV/Homo sapiens/PAN/CDC-259249_V1-V3/2015
MN124090.1	64320	1.6.2.6	MBFV/SPOVG/ZIKV	MBFV	SPOVG	ZIKV	94	10272	394	Zika virus	Zika virus isolate ZIKV/Homo sapiens/PAN/CDC-259249_V1-V3/2015, complete genome.	Panama	11-Dec-2015	NA	Homo sapiens	ZIKV/Homo sapiens/PAN/CDC-259249_V1-V3/2015
